Foundation,Project,Repository URL,Check Sets,Adopters,Annual Review,Changelog,Code of Conduct,Contributing,Governance,Maintainers,Readme,Roadmap,Summary Table,Website,License Approved,License Scanning,License SPDX ID,Analytics,ArtifactHub Badge,CLA,Community Meeting,DCO,GitHub discussions,OpenSSF best practices badge,OpenSSF Scorecard badge,Recent Release,Slack Presence,Binary Artifacts,Code Review,Dangerous Workflow,Dependency Update Tool,Maintained,SBOM,Security Policy,Signed Releases,Token Permissions,Trademark Disclaimer
cncf,aeraki-mesh,https://github.com/aeraki-mesh/aeraki,"{community,code}",f,t,t,t,t,t,t,t,f,t,t,t,t,Apache-2.0,GA3,f,f,t,t,t,f,f,t,t,t,f,t,t,t,f,t,f,f,t
cncf,akri,https://github.com/project-akri/akri,"{community,code}",t,t,t,t,t,t,t,t,t,f,t,t,f,Apache-2.0,GA4,f,f,t,t,t,t,f,f,t,t,t,t,f,t,f,t,f,f,f
cncf,akri,https://github.com/project-akri/akri-docs,{docs},,,,,,,,t,,,,t,,Apache-2.0,,,,,,,,,,,,,,,,,,,,
cncf,antrea,https://github.com/antrea-io/antrea,"{community,code}",t,f,t,t,t,t,t,t,t,f,t,t,t,Apache-2.0,,f,f,t,t,f,t,f,t,t,t,t,f,t,t,f,t,f,f,t
cncf,argo,https://github.com/argoproj/argo-helm,{code},,,t,,t,,t,t,,,,t,f,Apache-2.0,,t,f,,t,,f,t,t,,t,t,t,f,t,f,t,f,t,
cncf,argo,https://github.com/argoproj/argo-cd,{code},,,t,,t,,t,t,,,,t,t,Apache-2.0,,t,f,,t,,t,t,t,,t,f,t,t,t,t,t,t,t,
cncf,argo,https://github.com/argoproj/argoproj,{community},t,f,,t,t,t,,t,f,t,t,,,"Not detected",GA4,,,t,,f,,,,t,,,,,,,t,,,t
cncf,argo,https://github.com/argoproj/argo-rollouts,{code},,,t,,t,,t,t,,,,t,f,Apache-2.0,,t,f,,t,,t,f,t,,t,t,t,t,t,t,t,t,t,
cncf,argo,https://github.com/argoproj/argo-events,{code},,,t,,t,,t,t,,,,t,f,Apache-2.0,,t,f,,t,,t,f,t,,t,t,t,t,t,t,t,t,t,
cncf,argo,https://github.com/argoproj/argo-site,{docs},,,,,,,,t,,,,t,,MIT,,,,,,,,,,,,,,,,,,,,
cncf,argo,https://github.com/argoproj/argo-workflows,{code},,,t,,t,,t,t,,,,t,f,Apache-2.0,,t,f,,t,,t,f,t,,t,t,t,t,t,t,t,t,f,
cncf,armada,https://github.com/G-Research/armada,"{community,code}",f,f,t,t,t,f,t,t,f,f,t,t,f,Apache-2.0,GA4,f,f,f,t,t,f,f,t,t,f,f,f,f,f,t,f,f,f,f
cncf,artifact-hub,https://github.com/artifacthub/hub,"{community,code}",t,f,t,t,t,t,t,t,t,f,t,t,t,Apache-2.0,,t,f,t,t,t,t,f,t,t,t,t,t,t,t,t,t,t,t,f
cncf,athenz,https://github.com/AthenZ/athenz,"{community,code}",t,t,t,t,t,t,t,t,t,f,t,t,t,Apache-2.0,GA4,f,f,f,t,f,t,f,t,f,t,f,t,t,t,f,t,f,t,t
cncf,backstage,https://github.com/backstage/backstage,"{community,code}",t,f,f,t,t,t,t,t,t,t,t,t,f,Apache-2.0,GA4,f,f,t,t,t,t,t,t,f,t,t,f,t,t,f,t,f,f,f
cncf,bfe,https://github.com/bfenetworks/bfe,"{community,code}",t,t,t,t,t,t,t,t,f,f,t,t,f,Apache-2.0,,f,f,f,t,t,t,f,t,t,t,f,t,t,f,f,t,f,f,f
cncf,buildpacks,https://github.com/buildpacks/pack,{code},,,t,,t,,t,t,,,,t,f,Apache-2.0,,f,f,,t,,t,f,t,,t,t,t,t,t,f,t,f,f,
cncf,buildpacks,https://github.com/buildpacks/community,{community},t,f,,t,t,t,,t,t,f,t,,,"Not detected",GA4,,,t,,t,,,,f,,,,,,,t,,,t
cncf,capsule,https://github.com/clastix/capsule-proxy,{code-lite},,,,,t,,f,t,,,,t,,Apache-2.0,,,f,,f,,,,t,,,,,,,,,,,
cncf,capsule,https://github.com/clastix/capsule,"{community,code}",t,f,f,t,f,t,t,t,f,f,t,t,f,Apache-2.0,,f,f,f,f,t,f,f,t,t,t,f,t,t,t,f,f,f,f,f
cncf,carina,https://github.com/carina-io/carina,"{code,community}",t,f,t,t,t,f,t,t,t,f,t,t,f,Apache-2.0,,f,f,f,t,f,t,f,t,f,t,f,t,f,f,f,f,f,f,f
cncf,carvel,https://github.com/vmware-tanzu/carvel-kapp-controller,{code},,,t,,t,,t,t,,,,t,f,Apache-2.0,,f,f,,t,,t,f,t,,t,t,t,t,t,f,t,f,f,
cncf,carvel,https://github.com/vmware-tanzu/carvel-imgpkg,{code},,,t,,t,,t,t,,,,t,f,Apache-2.0,,f,f,,t,,t,f,t,,t,t,f,t,t,f,t,f,f,
cncf,carvel,https://github.com/vmware-tanzu/carvel-kapp,{code},,,t,,t,,t,t,,,,t,f,Apache-2.0,,f,f,,t,,t,f,t,,t,t,t,t,t,f,t,f,f,
cncf,carvel,https://github.com/vmware-tanzu/carvel-ytt,{code},,,t,,t,,t,t,,,,t,f,Apache-2.0,,f,f,,t,,t,f,t,,t,t,t,t,t,f,t,f,f,
cncf,carvel,https://github.com/vmware-tanzu/carvel-vendir,{code},,,t,,t,,t,t,,,,t,f,Apache-2.0,,f,f,,t,,t,f,t,,t,t,t,t,t,f,t,f,f,
cncf,carvel,https://github.com/vmware-tanzu/carvel-secretgen-controller,{code},,,t,,t,,t,t,,,,t,f,Apache-2.0,,f,f,,t,,f,f,t,,t,t,t,t,t,f,t,f,f,
cncf,carvel,https://github.com/vmware-tanzu/carvel,{community},t,f,,t,t,t,,t,t,f,f,,,"Not detected",,,,t,,f,,,,t,,,,,,,t,,,f
cncf,cdk8s,https://github.com/cdk8s-team/cdk8s,"{community,code}",t,t,t,t,t,f,t,t,t,f,t,t,f,Apache-2.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t,f,t,f,t,t
cncf,cdk8s,https://github.com/cdk8s-team/cdk8s-plus,{code-lite},,,,,t,,t,t,,,,t,,Apache-2.0,,,f,,t,,,,t,,,,,,,,,,,
cncf,cert-manager,https://github.com/jetstack/cert-manager,"{community,code}",t,f,t,t,t,f,t,t,t,t,t,t,f,Apache-2.0,GA3,t,f,t,t,t,f,t,t,f,t,t,t,f,t,f,t,f,t,t
cncf,chaos-blade,https://github.com/chaosblade-io/chaosblade,"{community,code}",f,t,f,t,t,t,t,t,f,f,t,t,f,Apache-2.0,GA4,f,f,f,t,f,t,f,t,f,t,f,t,f,t,f,t,f,t,t
cncf,chaos-mesh,https://github.com/chaos-mesh/chaos-mesh,"{community,code}",t,f,t,t,t,t,t,t,t,f,t,t,t,Apache-2.0,GA3,t,f,t,t,t,t,f,t,t,t,f,t,t,t,t,t,t,t,t
cncf,chubao-fs,https://github.com/chubaofs/chubaofs,"{community,code}",t,f,t,t,t,t,t,t,t,t,t,t,t,Apache-2.0,GA4,t,f,t,t,t,t,t,t,f,t,t,t,t,t,f,t,f,t,t
cncf,cilium,https://github.com/cilium/cilium,"{community,code}",t,f,t,t,t,t,t,t,t,t,t,t,t,Apache-2.0,GA4,t,f,t,t,f,t,f,t,f,t,f,f,t,t,t,t,f,f,t
cncf,cilium,https://github.com/cilium/tetragon,{code-lite},,,,,t,,t,t,,,,t,,Apache-2.0,,,f,,t,,,,t,,,,,,,,,,,
cncf,cilium,https://github.com/cilium/hubble,{code-lite},,,,,t,,t,t,,,,t,,Apache-2.0,,,f,,t,,,,t,,,,,,,,,,,
cncf,cilium,https://github.com/cilium/ebpf,{code-lite},,,,,t,,t,t,,,,t,,MIT,,,f,,t,,,,t,,,,,,,,,,,
cncf,cloud-custodian,https://github.com/cloud-custodian/cloud-custodian,"{community,code}",t,f,t,t,t,f,t,t,t,f,t,t,f,Apache-2.0,GA3,f,t,t,f,t,t,f,t,f,t,t,t,t,t,f,t,f,f,f
cncf,cloudevents,https://github.com/cloudevents/sdk-javascript,{code-lite},,,,,t,,t,t,,,,t,,Apache-2.0,,,f,,t,,,,t,,,,,,,,,,,
cncf,cloudevents,https://github.com/cloudevents/sdk-java,{code-lite},,,,,t,,t,t,,,,t,,Apache-2.0,,,f,,t,,,,t,,,,,,,,,,,
cncf,cloudevents,https://github.com/cloudevents/sdk-python,{code-lite},,,,,t,,t,t,,,,t,,Apache-2.0,,,f,,t,,,,f,,,,,,,,,,,
cncf,cloudevents,https://github.com/cloudevents/spec,{community},t,f,,t,t,t,,t,t,t,t,,,"Not detected",,,,t,,f,,,,t,,,,,,,t,,,t
cncf,cloudevents,https://github.com/cloudevents/sdk-csharp,{code-lite},,,,,t,,t,t,,,,t,,Apache-2.0,,,f,,t,,,,t,,,,,,,,,,,
cncf,cloudevents,https://github.com/cloudevents/sdk-go,{code-lite},,,,,t,,t,t,,,,t,,Apache-2.0,,,f,,t,,,,t,,,,,,,,,,,
cncf,clusternet,https://github.com/clusternet/clusternet,"{community,code}",f,f,t,t,t,f,t,t,t,f,t,t,t,Apache-2.0,GA4,f,f,f,t,t,t,f,t,f,t,f,t,t,t,f,f,f,f,t
cncf,clusterpedia,https://github.com/clusterpedia-io/clusterpedia,"{community,code}",f,f,t,t,t,t,t,t,t,f,t,t,f,Apache-2.0,GA4,t,f,f,t,t,t,f,t,t,t,f,t,t,t,f,f,f,f,f
cncf,cni,https://github.com/containernetworking/cni,"{community,code}",f,f,t,t,t,t,t,t,t,f,t,t,f,Apache-2.0,,f,f,t,t,f,f,f,f,t,t,f,t,t,t,f,t,f,f,t
cncf,cni-genie,https://github.com/cni-genie/CNI-Genie,"{community,code}",f,f,t,t,t,f,t,t,t,f,t,t,f,Apache-2.0,GA4,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f
cncf,confidential-containers,https://github.com/confidential-containers/documentation,{docs},,,,,,,,t,,,,t,,Apache-2.0,,,,,,,,,,,,,,,,,,,,
cncf,confidential-containers,https://github.com/confidential-containers/community,{community},f,t,,t,t,t,,t,t,f,f,,,"Not detected",,,,f,,f,,,,f,,,,,,,f,,,f
cncf,confidential-containers,https://github.com/confidential-containers/operator,{code-lite},,,,,f,,f,t,,,,t,,Apache-2.0,,,f,,t,,,,t,,,,,,,,,,,
cncf,containerd,https://github.com/containerd/containerd,"{community,code}",t,f,t,t,t,t,t,t,t,f,t,t,f,Apache-2.0,"GA3 GA4",f,f,f,t,t,t,f,t,t,t,t,t,f,t,f,t,f,t,t
cncf,containerssh,https://github.com/ContainerSSH/libcontainerssh,{code-lite},,,,,t,,f,t,,,,t,,Apache-2.0,,,f,,f,,,,f,,,,,,,,,,,
cncf,containerssh,https://github.com/ContainerSSH/containerssh.github.io,{docs},,,,,,,,t,,,,t,,CC-BY-4.0,,,,,,,,,,,,,,,,,,,,
cncf,containerssh,https://github.com/ContainerSSH/ContainerSSH,"{community,code}",f,f,f,t,t,f,f,t,f,f,t,t,f,Apache-2.0,,f,f,f,f,t,f,f,f,f,t,f,t,t,f,f,t,t,f,f
cncf,contour,https://github.com/projectcontour/contour,{code},,,t,,t,,t,t,,,,t,f,Apache-2.0,,f,f,,t,,t,f,t,,t,t,t,t,t,f,t,f,f,
cncf,contour,https://github.com/projectcontour/community,{community},f,f,,t,t,t,,t,t,f,f,,,"Not detected",,,,t,,f,,,,f,,,,,,,t,,,f
cncf,core-dns,https://github.com/coredns/coredns,"{community,code}",t,f,t,t,t,t,t,t,f,f,t,t,f,Apache-2.0,,f,f,f,t,t,t,f,t,t,t,f,t,t,t,f,t,f,f,t
cncf,cortex,https://github.com/cortexproject/cortex,"{community,code}",t,f,t,t,t,t,t,t,f,t,t,t,f,Apache-2.0,GA4,f,f,t,t,t,t,f,t,t,t,t,t,t,t,t,t,t,t,t
cncf,cri-o,https://github.com/cri-o/cri-o,"{community,code}",t,f,t,t,t,t,t,t,t,t,t,t,t,Apache-2.0,GA3,f,f,t,t,t,t,f,t,t,t,t,t,t,t,f,t,t,f,t
cncf,crossplane,https://github.com/crossplane/crossplane,"{community,code}",t,f,t,t,t,t,t,t,t,f,t,t,t,Apache-2.0,,f,f,t,t,t,f,f,t,f,t,t,t,t,t,f,t,f,f,t
cncf,curiefense,https://github.com/curiefense/curiefense,"{community,code}",f,f,f,t,t,f,t,t,f,f,t,t,f,Apache-2.0,,f,f,f,t,t,t,f,f,f,f,t,t,t,t,f,t,f,f,f
cncf,curve,https://github.com/opencurve/curve,"{community,code}",f,f,t,t,t,t,t,t,f,f,t,t,f,Apache-2.0,,f,f,t,t,t,t,f,t,f,t,f,t,t,t,f,f,f,f,f
cncf,dapr,https://github.com/dapr/dapr,"{community,code}",f,f,f,t,t,t,t,t,f,t,t,t,t,Apache-2.0,"GA3 GA4",f,f,t,t,f,t,f,t,f,t,t,t,t,t,f,t,f,f,t
cncf,devfile,https://github.com/devfile/api,{code},,,t,,t,,t,t,,,,t,f,Apache-2.0,,f,f,,t,,f,f,t,,t,t,t,f,t,f,f,f,f,
cncf,devfile,https://github.com/devfile/library,{code-lite},,,,,t,,t,t,,,,t,,Apache-2.0,,,f,,t,,,,t,,,,,,,,,,,
cncf,devfile,https://github.com/devfile/registry,{community},f,f,,f,t,f,,t,f,f,t,,,"Not detected",,,,f,,f,,,,f,,,,,,,f,,,f
cncf,devspace,https://github.com/loft-sh/devspace,"{community,code}",f,f,t,t,t,f,t,t,t,f,t,t,f,Apache-2.0,,f,f,f,t,t,t,f,t,f,t,f,t,t,t,f,t,f,f,f
cncf,devstream,https://github.com/devstream-io/devstream,"{community,code}",f,f,t,t,t,t,t,t,t,f,t,t,f,Apache-2.0,GA4,f,f,f,t,t,f,f,t,f,t,f,t,f,f,f,t,f,f,t
cncf,dex,https://github.com/dexidp/dex,"{community,code}",t,f,t,t,f,f,t,t,f,f,t,t,f,Apache-2.0,,f,f,f,t,t,f,t,t,t,t,t,t,t,t,f,t,f,f,t
cncf,distribution,https://github.com/distribution/distribution,"{community,code}",t,t,t,t,t,t,t,t,t,f,f,t,t,Apache-2.0,,f,f,f,t,t,f,t,t,t,t,t,t,t,t,f,t,f,t,f
cncf,dragonfly,https://github.com/dragonflyoss/Dragonfly2,"{community,code}",t,f,t,t,t,t,t,t,f,t,t,t,f,Apache-2.0,GA4,t,f,f,t,t,t,f,t,t,t,f,t,t,t,f,t,f,f,t
cncf,emissary-ingress,https://github.com/emissary-ingress/emissary,{code},,,t,,f,,t,t,,,,t,f,Apache-2.0,,f,f,,t,,t,f,t,,t,t,t,t,t,f,f,f,f,
cncf,emissary-ingress,https://github.com/emissary-ingress/community,{community},f,f,,t,f,t,,t,f,t,f,,,"Not detected",,,,t,,f,,,,f,,,,,,,f,,,f
cncf,envoy,https://github.com/envoyproxy/envoy-website,{docs},,,,,,,,t,,,,t,,Apache-2.0,,,,,,,,,,,,,,,,,,,,
cncf,envoy,https://github.com/envoyproxy/go-control-plane,{code-lite},,,,,t,,t,t,,,,t,,Apache-2.0,,,f,,t,,,,t,,,,,,,,,,,
cncf,envoy,https://github.com/envoyproxy/xds-relay,{code-lite},,,,,t,,t,t,,,,t,,Apache-2.0,,,f,,t,,,,f,,,,,,,,,,,
cncf,envoy,https://github.com/envoyproxy/envoy,"{community,code}",f,f,t,t,t,t,t,t,f,f,t,t,f,Apache-2.0,GA4,f,f,t,t,f,t,f,t,f,t,t,t,t,t,f,t,t,f,t
cncf,envoy,https://github.com/envoyproxy/java-control-plane,{code-lite},,,,,t,,t,t,,,,t,,Apache-2.0,,,f,,t,,,,f,,,,,,,,,,,
cncf,eraser,https://github.com/Azure/eraser,"{community,code}",f,f,f,t,t,f,t,t,f,f,t,t,t,Apache-2.0,,f,f,t,t,t,f,t,t,t,t,t,t,t,t,f,t,f,f,f
cncf,etcd,https://github.com/etcd-io/etcd,"{community,code}",t,f,t,t,t,t,t,t,t,t,t,t,f,Apache-2.0,GA4,f,f,t,t,t,f,t,t,t,t,t,t,t,t,f,t,f,t,t
cncf,etcd,https://github.com/etcd-io/zetcd,{code-lite},,,,,t,,f,t,,,,t,,Apache-2.0,,,f,,f,,,,f,,,,,,,,,,,
cncf,etcd,https://github.com/etcd-io/jetcd,{code-lite},,,,,t,,t,t,,,,t,,Apache-2.0,,,f,,t,,,,f,,,,,,,,,,,
cncf,etcd,https://github.com/etcd-io/etcdlabs,{code-lite},,,,,t,,f,t,,,,t,,Apache-2.0,,,f,,f,,,,f,,,,,,,,,,,
cncf,etcd,https://github.com/etcd-io/dbtester,{code-lite},,,,,t,,f,t,,,,t,,Apache-2.0,,,f,,f,,,,f,,,,,,,,,,,
cncf,external-secrets,https://github.com/external-secrets/external-secrets,"{community,code}",t,f,t,t,t,t,t,t,t,f,t,t,t,Apache-2.0,GA4,t,f,t,t,t,t,f,t,f,t,t,t,t,t,t,t,t,f,t
cncf,fabedge,https://github.com/FabEdge/fabedge,"{community,code}",f,t,t,t,t,f,t,t,f,f,t,t,f,Apache-2.0,,f,f,t,t,f,f,f,t,t,t,f,t,t,t,f,f,f,f,f
cncf,fabedge,https://github.com/FabEdge/fab-dns,{code-lite},,,,,f,,f,t,,,,t,,Apache-2.0,,,f,,t,,,,t,,,,,,,,,,,
cncf,falco,https://github.com/falcosecurity/falcosidekick,{code-lite},,,,,t,,t,t,,,,t,,MIT,,,f,,t,,,,t,,,,,,,,,,,
cncf,falco,https://github.com/falcosecurity/falco,"{community,code}",t,f,t,t,t,t,t,t,t,t,t,t,f,Apache-2.0,"GA3 GA4",f,f,f,t,f,t,f,t,t,t,t,t,t,t,f,t,f,f,t
cncf,flagger,https://github.com/fluxcd/flagger,"{community,code}",t,f,t,t,t,t,t,t,t,t,t,t,t,Apache-2.0,,t,f,t,t,f,t,f,t,t,t,t,t,t,t,t,t,t,t,f
cncf,fluentd,https://github.com/fluent/fluent-bit-docs,{docs},,,,,,,,t,,,,f,,"Not detected",,,,,,,,,,,,,,,,,,,,
cncf,fluentd,https://github.com/fluent/fluentd,"{community,code}",t,f,t,t,t,t,t,t,f,f,t,t,f,Apache-2.0,"GA4 HubSpot",f,f,f,t,t,t,f,t,f,t,f,t,f,t,f,t,f,f,f
cncf,fluentd,https://github.com/fluent/fluent-bit,{code-lite},,,,,t,,t,t,,,,t,,Apache-2.0,,,f,,t,,,,t,,,,,,,,,,,
cncf,fluid,https://github.com/fluid-cloudnative/fluid,"{community,code}",t,f,t,t,t,t,t,t,t,f,t,t,f,Apache-2.0,,t,f,t,t,f,t,t,t,t,t,t,t,t,t,f,t,f,t,t
cncf,flux-project,https://github.com/fluxcd/flux2,{code},,,t,,t,,t,t,,,,t,t,Apache-2.0,,t,f,,t,,t,t,t,,t,t,f,t,t,t,t,t,t,
cncf,flux-project,https://github.com/fluxcd/community,{community},t,f,,t,t,t,,t,t,t,t,,,"Not detected",,,,t,,f,,,,t,,,,,,,t,,,t
cncf,fonio,https://github.com/foniod/redbpf,{code},,,f,,f,,f,t,,,,t,f,Apache-2.0,,f,f,,t,,f,f,f,,t,f,t,f,f,f,f,f,f,
cncf,fonio,https://github.com/foniod/foniod,{code},,,f,,f,,f,t,,,,f,f,GPL-3.0-only,,f,f,,f,,f,f,f,,t,f,t,f,f,f,f,f,t,
cncf,fonio,https://github.com/foniod/project,{community},f,f,,t,t,f,,t,f,f,t,,,"Not detected",,,,f,,f,,,,f,,,,,,,f,,,t
cncf,grpc,https://github.com/grpc/grpc-java,{code-lite},,,,,t,,t,t,,,,t,,Apache-2.0,,,t,,f,,,,t,,,,,,,,,,,
cncf,grpc,https://github.com/grpc/grpc,"{community,code}",f,f,f,t,t,t,t,t,f,f,t,t,f,Apache-2.0,GA4,f,t,f,f,f,f,f,t,f,t,t,t,t,t,f,t,f,t,t
cncf,grpc,https://github.com/grpc/grpc-node,{code-lite},,,,,t,,t,t,,,,t,,Apache-2.0,,,t,,f,,,,t,,,,,,,,,,,
cncf,grpc,https://github.com/grpc/grpc.io,{docs},,,,,,,,t,,,,t,,CC-BY-4.0,,,,,,,,,,,,,,,,,,,,
cncf,grpc,https://github.com/grpc/grpc-web,{code-lite},,,,,t,,t,t,,,,t,,Apache-2.0,,,t,,f,,,,t,,,,,,,,,,,
cncf,grpc,https://github.com/grpc/grpc-go,{code-lite},,,,,t,,t,t,,,,t,,Apache-2.0,,,t,,f,,,,t,,,,,,,,,,,
cncf,harbor,https://github.com/goharbor/harbor,{code},,,t,,t,,t,t,,,,t,t,Apache-2.0,,f,f,,t,,t,f,t,,t,t,t,t,t,f,t,t,f,
cncf,harbor,https://github.com/goharbor/community,{community},t,f,,t,t,t,,t,t,t,t,,,"Not detected",,,,t,,f,,,,t,,,,,,,t,,,t
cncf,headlamp,https://github.com/headlamp-k8s/headlamp,"{community,code}",f,f,f,t,t,f,t,t,t,f,t,t,f,Apache-2.0,,f,f,f,f,f,f,f,t,t,t,f,t,t,t,f,t,f,f,f
cncf,helm,https://github.com/helm/helm,{code},,,t,,t,,t,t,,,,t,f,Apache-2.0,,t,f,,t,,t,f,t,,t,t,t,t,t,f,t,t,f,
cncf,helm,https://github.com/helm/community,{community},f,f,,t,f,t,,t,f,f,t,,,"Not detected","GA3 GA4",,,t,,f,,,,f,,,,,,,t,,,t
cncf,hexapolicyorchestrator,https://github.com/hexa-org/policy,{code-lite},,,,,t,,f,t,,,,t,,Apache-2.0,,,f,,f,,,,f,,,,,,,,,,,
cncf,hexapolicyorchestrator,https://github.com/hexa-org/policy-orchestrator,"{community,code}",f,f,f,t,t,f,t,t,t,f,t,t,f,Apache-2.0,HubSpot,f,f,f,t,f,f,f,t,f,t,f,t,f,t,f,t,f,f,f
cncf,hwameistor,https://github.com/hwameistor/hwameistor,"{community,code}",t,f,t,t,t,f,t,t,t,f,t,t,f,Apache-2.0,,f,f,f,t,t,t,f,t,t,t,f,t,f,t,f,f,f,f,f
cncf,hwameistor,https://github.com/hwameistor/hwameistor-operator,{code-lite},,,,,f,,f,t,,,,t,,Apache-2.0,,,f,,t,,,,t,,,,,,,,,,,
cncf,inclavare,https://github.com/alibaba/inclavare-containers,"{community,code}",t,t,t,t,t,t,t,t,t,f,t,t,t,Apache-2.0,,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f
cncf,inspektor-gadget,https://github.com/inspektor-gadget/inspektor-gadget,"{community,code}",f,f,t,f,t,f,t,t,f,f,t,t,f,Apache-2.0,,t,f,f,t,f,f,f,t,t,f,t,t,t,t,f,t,t,f,f
cncf,in-toto,https://github.com/in-toto/in-toto,"{community,code}",f,f,t,f,t,t,t,t,t,t,t,t,f,Apache-2.0,,f,f,f,t,f,t,f,t,f,t,t,t,t,t,f,t,t,f,t
cncf,istio,https://github.com/istio/istio.io,{docs},,,,,,,,t,,,,t,,Apache-2.0,,,,,,,,,,,,,,,,,,,,
cncf,istio,https://github.com/istio/proxy,{code-lite},,,,,t,,t,t,,,,t,,Apache-2.0,,,t,,f,,,,f,,,,,,,,,,,
cncf,istio,https://github.com/istio/community,{community},f,f,,t,t,f,,t,f,t,t,,,"Not detected","GA3 GA4",,,t,,t,,,,f,,,,,,,t,,,f
cncf,istio,https://github.com/istio/istio,{code},,,f,,t,,t,t,,,,t,f,Apache-2.0,,f,t,,f,,t,f,t,,t,f,t,t,t,f,t,f,t,
cncf,jaeger,https://github.com/jaegertracing/jaeger,"{community,code}",t,f,t,t,t,t,t,t,t,t,t,t,t,Apache-2.0,GA3,t,f,t,t,t,t,f,t,t,t,f,t,t,t,t,t,t,f,t
cncf,jaeger,https://github.com/jaegertracing/jaeger-ui,{code-lite},,,,,t,,f,t,,,,t,,Apache-2.0,,,f,,t,,,,t,,,,,,,,,,,
cncf,jaeger,https://github.com/jaegertracing/documentation,{docs},,,,,,,,t,,,,t,,Apache-2.0,,,,,,,,,,,,,,,,,,,,
cncf,k3s,https://github.com/k3s-io/k3s,"{community,code}",t,t,t,t,t,f,t,t,t,f,t,t,t,Apache-2.0,,f,f,f,t,t,f,f,t,f,t,t,t,t,t,f,t,f,t,t
cncf,k8gb,https://github.com/k8gb-io/k8gb,"{community,code}",t,f,t,t,t,t,t,t,t,t,t,t,t,Apache-2.0,GA4,t,f,t,t,f,t,t,t,t,t,t,t,t,t,t,t,t,t,t
cncf,k8up,https://github.com/k8up-io/k8up,"{community,code}",t,t,t,t,t,t,t,t,f,f,t,t,t,Apache-2.0,,t,f,f,t,t,t,t,t,f,t,f,t,t,t,f,t,f,f,f
cncf,karmada,https://github.com/karmada-io/karmada,"{community,code}",t,t,t,t,t,f,t,t,t,f,t,t,f,Apache-2.0,GA3,f,f,t,t,t,t,f,t,t,t,t,t,f,t,f,t,f,f,t
cncf,keda,https://github.com/kedacore/keda,"{community,code}",t,f,t,t,t,t,t,t,t,f,t,t,t,Apache-2.0,GA4,t,f,t,t,t,t,f,t,t,t,t,t,t,t,f,t,f,f,t
cncf,kepler,https://github.com/sustainable-computing-io/kepler-model-db,{code-lite},,,,,f,,f,t,,,,t,,Apache-2.0,,,f,,t,,,,f,,,,,,,,,,,
