Foundation,Project,Repository URL,Check Sets,Adopters,Annual Review,Changelog,Code of Conduct,Contributing,Governance,Maintainers,Readme,Roadmap,Summary Table,Website,License Approved,License Scanning,License SPDX ID,Analytics,ArtifactHub Badge,CLA,Community Meeting,DCO,GitHub discussions,OpenSSF best practices badge,OpenSSF Scorecard badge,Recent Release,Slack Presence,Binary Artifacts,Code Review,Dangerous Workflow,Dependency Update Tool,Maintained,SBOM,Security Policy,Signed Releases,Token Permissions,Trademark Disclaimer
cncf,prometheus,https://github.com/prometheus/node_exporter,{code-lite},,,,,t,,t,t,,,,t,,Apache-2.0,,,f,,t,,,,t,,,,,,,,,,,
cncf,prometheus,https://github.com/prometheus/docs,{docs},,,,,,,,t,,,,t,,Apache-2.0,,,,,,,,,,,,,,,,,,,,
cncf,prometheus,https://github.com/prometheus/alertmanager,{code-lite},,,,,t,,t,t,,,,t,,Apache-2.0,,,f,,t,,,,t,,,,,,,,,,,
cncf,prometheus,https://github.com/prometheus/prometheus,"{community,code}",f,f,t,t,t,f,t,t,f,t,t,t,f,Apache-2.0,GA4,f,f,f,t,t,t,f,t,f,t,t,t,t,t,f,t,f,f,t
cncf,rook,https://github.com/rook/rook,"{community,code}",t,f,f,t,t,t,t,t,t,t,t,t,t,Apache-2.0,,f,f,t,t,t,t,f,t,f,t,t,t,t,t,f,t,f,f,t
cncf,schemahero,https://github.com/schemahero/schemahero,"{community,code}",t,f,f,t,t,f,t,t,t,f,t,t,f,Apache-2.0,GA3,f,f,f,t,f,f,f,t,t,t,t,t,t,t,f,f,f,f,t
cncf,sealer,https://github.com/sealerio/sealer,{code},,,f,,t,,t,t,,,,t,t,Apache-2.0,,f,f,,t,,t,f,t,,t,t,f,t,t,f,f,f,f,
cncf,sealer,https://github.com/sealerio/community,{community},f,t,,f,f,t,,t,f,f,f,,,"Not detected",,,,t,,f,,,,f,,,,,,,f,,,f
cncf,serverless-devs,https://github.com/Serverless-Devs/core,{code-lite},,,,,t,,f,t,,,,t,,MIT,,,f,,t,,,,t,,,,,,,,,,,
cncf,serverless-devs,https://github.com/Serverless-Devs/registry-cli,{code-lite},,,,,f,,f,f,,,,t,,MIT,,,f,,t,,,,t,,,,,,,,,,,
cncf,serverless-devs,https://github.com/serverless-devs/serverless-devs,"{community,code}",f,f,f,t,t,f,t,f,t,f,t,t,f,Apache-2.0,,f,f,f,t,t,f,f,t,f,t,f,t,f,t,f,f,f,f,t
cncf,serverless-workflow,https://github.com/serverlessworkflow/specification,"{community,code}",f,t,t,t,t,t,t,t,t,f,t,t,f,Apache-2.0,GA3,f,f,t,t,t,f,f,f,t,t,t,t,f,t,f,f,f,f,f
cncf,skooner,https://github.com/skooner-k8s/skooner,"{community,code}",f,f,f,t,t,f,t,t,f,f,t,t,t,Apache-2.0,,f,f,f,t,t,f,f,f,f,t,f,t,t,t,f,f,f,f,f
cncf,slimtoolkit,https://github.com/slimtoolkit/slim,"{community,code}",t,f,t,t,t,t,t,t,t,f,t,t,f,Apache-2.0,,f,f,f,t,t,f,f,t,t,t,f,t,t,t,f,t,f,f,f
cncf,smi,https://github.com/servicemeshinterface/smi-spec,"{community,code}",f,f,t,t,t,t,t,t,f,f,t,t,f,Apache-2.0,,f,f,t,t,f,f,f,f,t,t,t,t,f,f,f,f,f,f,t
cncf,smi,https://github.com/servicemeshinterface/smi-sdk-go,{code},,,t,,t,,t,t,,,,t,f,Apache-2.0,,f,f,,t,,f,f,f,,t,t,t,f,f,f,f,f,f,
cncf,smi,https://github.com/servicemeshinterface/smi-metrics,{code},,,t,,t,,t,t,,,,t,f,Apache-2.0,,f,f,,t,,f,f,f,,t,t,t,f,f,f,f,f,f,
cncf,smp,https://github.com/service-mesh-performance/service-mesh-performance,"{community,code}",f,f,f,t,t,t,t,t,t,f,t,t,f,Apache-2.0,,f,f,t,f,f,t,f,t,f,t,f,t,t,t,f,f,f,f,f
cncf,sops,https://github.com/mozilla/sops,"{community,code}",f,f,t,t,t,f,f,t,f,f,f,f,f,MPL-2.0,,f,f,f,t,t,f,f,f,f,t,t,t,t,t,f,t,t,f,f
cncf,sops,https://github.com/mozilla/sotp,{code-lite},,,,,f,,f,t,,,,f,,"Not detected",,,f,,t,,,,f,,,,,,,,,,,
cncf,spiffe,https://github.com/spiffe/spiffe,"{community,code}",f,f,f,t,t,t,t,t,f,t,t,t,f,Apache-2.0,GA3,f,f,f,t,f,f,f,f,f,t,t,t,f,t,f,f,f,t,t
cncf,spire,https://github.com/spiffe/spire,"{community,code}",t,f,t,t,t,t,t,t,t,t,t,t,f,Apache-2.0,GA3,f,f,f,t,f,t,f,t,f,t,t,t,t,t,f,t,f,t,t
cncf,strimzi,https://github.com/strimzi/strimzi-kafka-oauth,{code-lite},,,,,t,,t,t,,,,t,,Apache-2.0,,,f,,t,,,,t,,,,,,,,,,,
cncf,strimzi,https://github.com/strimzi/strimzi-kafka-bridge,{code-lite},,,,,t,,t,t,,,,t,,Apache-2.0,,,f,,t,,,,t,,,,,,,,,,,
cncf,strimzi,https://github.com/strimzi/strimzi-kafka-operator,"{community,code}",t,t,t,t,t,t,t,t,t,t,t,t,f,Apache-2.0,GA3,t,f,t,t,t,f,f,t,t,t,t,t,t,t,f,t,f,f,t
cncf,submariner,https://github.com/submariner-io/submariner,"{community,code}",t,f,f,t,t,t,t,t,f,f,f,t,f,Apache-2.0,,f,f,f,t,t,t,f,t,f,t,f,t,t,t,f,f,f,t,f
cncf,superedge,https://github.com/superedge/superedge,"{community,code}",f,f,t,t,t,t,t,t,f,f,t,f,f,"Not detected",GA3,f,f,f,t,f,f,f,f,t,t,t,t,f,t,f,t,f,f,t
cncf,telepresence,https://github.com/telepresenceio/telepresence,"{community,code}",f,f,t,f,f,t,t,t,f,t,t,t,f,Apache-2.0,,f,f,t,t,f,f,f,t,f,t,t,f,t,t,f,t,f,f,f
cncf,teller,https://github.com/SpectralOps/teller,"{community,code}",f,f,t,t,t,f,t,t,t,f,t,t,f,Apache-2.0,GA3,f,f,f,f,t,f,f,t,f,t,f,t,f,f,f,t,f,f,f
cncf,thanos,https://github.com/thanos-io/thanos,"{community,code}",t,f,t,t,t,t,t,t,f,t,t,t,f,Apache-2.0,GA3,f,f,f,t,t,t,f,t,t,t,f,t,t,t,f,t,f,f,f
cncf,tikv,https://github.com/tikv/tikv,"{community,code}",t,f,t,t,t,t,t,t,f,t,t,t,f,Apache-2.0,GA3,f,f,f,t,f,t,f,t,f,t,t,t,f,t,f,t,f,t,f
cncf,tikv,https://github.com/tikv/pprof-rs,{code-lite},,,,,f,,f,t,,,,t,,Apache-2.0,,,f,,t,,,,f,,,,,,,,,,,
cncf,tikv,https://github.com/tikv/raft-rs,{code-lite},,,,,t,,f,t,,,,t,,Apache-2.0,,,f,,t,,,,t,,,,,,,,,,,
cncf,tikv,https://github.com/tikv/grpc-rs,{code-lite},,,,,t,,f,t,,,,t,,Apache-2.0,,,f,,t,,,,t,,,,,,,,,,,
cncf,tikv,https://github.com/tikv/pd,{code-lite},,,,,t,,t,t,,,,t,,Apache-2.0,,,f,,t,,,,t,,,,,,,,,,,
cncf,tikv,https://github.com/tikv/rust-prometheus,{code-lite},,,,,f,,f,t,,,,t,,Apache-2.0,,,f,,t,,,,f,,,,,,,,,,,
cncf,tinkerbell,https://github.com/tinkerbell/tink,"{community,code}",f,f,t,t,t,f,t,t,f,f,t,t,f,Apache-2.0,GA3,f,f,f,t,f,t,f,t,f,t,t,t,t,t,f,f,f,f,t
cncf,tremor,https://github.com/tremor-rs/tremor-runtime,"{community,code}",f,t,t,t,t,f,t,t,f,f,t,t,f,Apache-2.0,,f,f,f,t,f,t,f,f,f,t,t,f,t,t,f,t,f,f,t
cncf,trickster,https://github.com/trickstercache/trickster,"{community,code}",t,f,f,t,t,t,t,t,t,f,t,t,f,Apache-2.0,,f,f,f,t,f,t,f,f,f,t,f,t,t,f,f,t,f,f,t
cncf,tuf,https://github.com/theupdateframework/python-tuf,"{community,code}",f,f,t,t,t,t,t,t,f,t,t,t,f,Apache-2.0,,f,f,f,t,f,t,t,t,t,t,t,t,t,t,f,t,t,t,t
cncf,tuf,https://github.com/theupdateframework/specification,{docs},,,,,,,,t,,,,t,,Apache-2.0,,,,,,,,,,,,,,,,,,,,
cncf,vineyard,https://github.com/v6d-io/v6d,"{community,code}",f,f,f,t,t,t,t,t,f,t,t,t,t,Apache-2.0,GA4,t,f,f,t,t,t,f,t,t,t,f,t,t,t,f,t,f,f,t
cncf,virtual-kubelet,https://github.com/virtual-kubelet/virtual-kubelet,"{community,code}",t,t,t,t,t,f,f,t,f,f,t,t,f,Apache-2.0,,f,t,f,f,t,f,f,t,t,t,f,t,t,t,f,f,f,t,f
cncf,vitess,https://github.com/vitessio/vitess,"{community,code}",t,f,t,t,t,t,t,t,f,t,t,t,t,Apache-2.0,GA4,f,f,f,t,f,t,f,t,f,t,t,t,t,t,f,t,f,t,t
cncf,vitess,https://github.com/vitessio/website/,{docs},,,,,,,,t,,,,t,,Apache-2.0,,,,,,,,,,,,,,,,,,,,
cncf,volcano,https://github.com/volcano-sh/volcano,{code},,,t,,f,,t,t,,,,t,f,Apache-2.0,,f,f,,t,,t,f,t,,t,t,t,f,t,f,t,f,f,
cncf,volcano,https://github.com/volcano-sh/community,{community},t,f,,t,f,t,,t,t,f,f,,,"Not detected",,,,t,,f,,,,f,,,,,,,t,,,f
cncf,wasm-cloud,https://github.com/wasmCloud/wasmCloud,"{community,code}",t,f,f,t,t,t,t,t,t,f,t,t,f,Apache-2.0,"GA3 HubSpot",f,f,f,t,t,f,f,f,f,t,t,t,t,t,f,t,f,f,t
cncf,wasm-edge,https://github.com/WasmEdge/WasmEdge,"{community,code}",f,f,t,t,t,t,t,t,f,f,t,t,t,Apache-2.0,GA4,f,f,t,t,t,t,f,t,t,t,t,t,t,t,f,t,f,f,t
cncf,werf,https://github.com/werf/werf,"{community,code}",f,f,t,t,t,f,t,t,f,f,t,t,f,Apache-2.0,GA4,t,f,f,t,t,t,f,t,f,t,f,t,t,t,f,t,f,f,t
cncf,xline,https://github.com/xline-kv/Xline,"{community,code}",f,f,t,t,t,f,t,t,t,f,t,t,f,Apache-2.0,,f,f,f,t,f,t,f,t,f,t,t,t,f,t,f,f,f,f,f
cncf,xline,https://github.com/xline-kv/xline-operator,{code-lite},,,,,f,,f,t,,,,t,,Apache-2.0,,,f,,t,,,,t,,,,,,,,,,,
cncf,zot,https://github.com/project-zot/zot,"{community,code}",f,f,t,t,t,f,t,t,f,t,t,t,f,Apache-2.0,,f,f,f,t,t,t,f,t,f,t,t,t,t,t,f,t,f,t,f
lfaidata,1chipml,https://github.com/1chipML/1chipML,"{community,code}",f,f,f,t,t,t,t,t,f,f,f,t,f,Apache-2.0,,f,f,f,t,f,t,f,f,f,t,t,t,f,f,f,t,f,f,f
lfaidata,adlik,https://github.com/Adlik/Adlik,"{community,code}",f,f,f,t,t,t,t,t,t,f,f,t,f,Apache-2.0,,f,f,f,f,f,t,f,t,f,t,f,t,t,f,f,f,f,t,f
lfaidata,adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,"{community,code}",f,f,f,t,t,f,t,t,f,f,t,t,f,MIT,GA3,f,f,f,t,t,t,f,t,f,t,f,t,t,t,f,t,f,f,f
lfaidata,aif360,https://github.com/Trusted-AI/AIF360,"{community,code}",f,f,t,f,t,f,t,t,f,f,t,t,f,Apache-2.0,,f,f,f,t,f,f,f,f,f,t,f,t,t,t,f,f,f,f,f
lfaidata,aix360,https://github.com/Trusted-AI/AIX360,"{community,code}",f,f,f,f,t,f,t,t,f,f,t,t,f,Apache-2.0,,f,f,f,t,f,f,f,t,f,t,f,t,f,t,f,f,f,f,f
lfaidata,amundsen,https://github.com/amundsen-io/amundsen,"{community,code}",f,f,t,t,t,t,t,t,t,f,t,t,f,Apache-2.0,,f,f,t,t,t,f,f,t,f,t,t,t,t,t,f,t,f,f,f
lfaidata,amundsen,https://github.com/amundsen-io/amundsenrds,{code-lite},,,,,f,,f,t,,,,t,,Apache-2.0,,,f,,t,,,,t,,,,,,,,,,,
lfaidata,amundsen,https://github.com/amundsen-io/amundsengremlin,{code-lite},,,,,f,,t,t,,,,t,,Apache-2.0,,,f,,t,,,,f,,,,,,,,,,,
lfaidata,angel-ml,https://github.com/Angel-ML/angel,"{community,code}",f,f,f,f,t,f,t,t,t,f,f,f,f,"Not detected",,f,f,f,f,f,f,f,f,f,t,t,t,t,f,f,f,f,t,f
lfaidata,angel-ml,https://github.com/Angel-ML/serving,{code-lite},,,,,f,,f,t,,,,f,,"Not detected",,,f,,f,,,,f,,,,,,,,,,,
lfaidata,angel-ml,https://github.com/Angel-ML/papers-we-learn,{docs},,,,,,,,t,,,,f,,"Not detected",,,,,,,,,,,,,,,,,,,,
lfaidata,artigraph,https://github.com/artigraph/artigraph,"{community,code}",f,f,t,t,t,t,t,t,f,f,f,t,f,Apache-2.0,,f,f,f,t,t,t,f,t,f,t,f,t,t,t,f,t,f,f,f
lfaidata,beyond-ml,https://github.com/Beyond-ML-Labs/BeyondML,"{community,code}",f,f,f,t,t,f,f,t,t,f,t,t,f,Apache-2.0,"GA3 GA4",f,f,f,t,f,t,f,t,f,t,f,t,f,t,f,f,f,f,f
lfaidata,claimed,https://github.com/claimed-framework/component-library,"{community,code}",f,f,t,t,t,f,t,t,f,f,f,t,f,Apache-2.0,,f,f,f,t,f,t,f,f,f,t,f,t,f,t,f,t,f,f,f
lfaidata,datapractices,https://github.com/datapractices/data-practices-site,"{community,docs}",f,f,,f,f,f,,t,f,f,t,f,,"Not detected",,,,f,,f,,,,f,,,,,,,f,,,f
lfaidata,datashim,https://github.com/datashim-io/datashim,"{community,code}",f,f,t,t,t,f,f,t,f,f,t,t,f,Apache-2.0,,f,f,f,t,t,t,f,t,f,t,f,t,t,t,f,f,f,f,f
lfaidata,deepcausality,https://github.com/deepcausality-rs/deep_causality,"{code,community}",f,f,t,t,t,f,t,t,f,f,t,t,f,MIT,,f,f,f,t,t,t,f,t,f,t,f,t,t,f,f,t,f,f,f
lfaidata,deep-rec,https://github.com/DeepRec-AI/DeepRec,"{code,community}",t,f,f,t,t,t,f,t,f,f,f,t,f,Apache-2.0,,f,f,f,t,f,f,f,t,f,t,f,t,t,t,f,f,f,f,f
lfaidata,delta,https://github.com/Delta-ML/delta,"{community,code}",f,f,f,f,t,f,t,t,f,f,t,t,f,Apache-2.0,GA3,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f
lfaidata,docarrary,https://github.com/docarray/docarray,"{community,code}",f,f,t,t,t,t,f,t,t,f,t,t,f,Apache-2.0,GA4,f,f,f,t,t,t,f,t,f,t,f,f,f,t,f,t,f,f,f
lfaidata,egeria,https://github.com/odpi/data-governance,{community},f,f,,f,f,t,,t,f,f,t,,,"Not detected",,,,t,,f,,,,f,,,,,,,f,,,f
lfaidata,egeria,https://github.com/odpi/egeria-docs,{docs},,,,,,,,t,,,,f,,"Not detected",,,,,,,,,,,,,,,,,,,,
lfaidata,egeria,https://github.com/odpi/egeria,{code},,,t,,t,,t,t,,,,t,f,Apache-2.0,,f,f,,t,,t,f,t,,t,f,t,t,t,f,f,f,t,
lfaidata,elasticdeeplearning,https://github.com/elasticdeeplearning/edl,"{community,code}",f,f,f,t,t,f,t,t,f,f,f,t,f,Apache-2.0,,f,f,f,f,f,t,f,f,f,t,f,t,f,f,f,f,f,t,f
lfaidata,elyra,https://github.com/elyra-ai/elyra,"{code,community}",f,f,t,t,t,f,f,t,f,f,t,t,f,Apache-2.0,GA3,f,f,t,t,t,t,f,t,f,t,f,t,t,t,f,t,f,f,f
lfaidata,fate,https://github.com/FederatedAI/FATE-Serving,{code-lite},,,,,f,,f,t,,,,t,,Apache-2.0,,,f,,t,,,,f,,,,,,,,,,,
lfaidata,fate,https://github.com/FederatedAI/FATE,{code},,,f,,t,,f,t,,,,t,f,Apache-2.0,,f,f,,t,,t,f,t,,t,t,t,t,t,f,t,f,f,
lfaidata,fate,https://github.com/FederatedAI/FATE-Cloud,{code-lite},,,,,f,,f,t,,,,t,,Apache-2.0,,,f,,f,,,,f,,,,,,,,,,,
lfaidata,fate,https://github.com/FederatedAI/KubeFATE,{code-lite},,,,,t,,f,t,,,,t,,Apache-2.0,,,f,,t,,,,t,,,,,,,,,,,
lfaidata,fate,https://github.com/FederatedAI/FATE-Flow,{code-lite},,,,,f,,f,t,,,,t,,Apache-2.0,,,f,,t,,,,t,,,,,,,,,,,
lfaidata,fate,https://github.com/FederatedAI/FATE-Community,{community},f,f,,t,t,t,,t,f,f,f,,,"Not detected",,,,t,,f,,,,f,,,,,,,t,,,f
lfaidata,feast,https://github.com/feast-dev/feast,"{community,code}",f,f,t,f,t,f,t,t,t,f,t,t,f,Apache-2.0,GA3,f,f,f,t,f,f,f,t,f,t,f,f,t,t,f,f,f,f,f
lfaidata,feathr,https://github.com/linkedin/feathr,"{community,code}",f,f,t,f,t,f,t,t,t,f,t,t,f,Apache-2.0,,f,f,f,f,t,t,f,t,f,t,f,f,t,t,f,f,f,f,f
lfaidata,flag-ai,https://github.com/BAAI-Open/FlagAI,"{community,code}",f,f,t,t,t,t,f,t,f,f,f,t,f,Apache-2.0,,f,f,f,t,t,t,f,t,f,t,f,t,f,t,f,f,f,f,f
lfaidata,flyte,https://github.com/flyteorg/flytesnacks,{docs},,,,,,,,t,,,,t,,Apache-2.0,,,,,,,,,,,,,,,,,,,,
lfaidata,flyte,https://github.com/flyteorg/flytekit,{code-lite},,,,,f,,t,t,,,,t,,Apache-2.0,,,f,,t,,,,t,,,,,,,,,,,
lfaidata,flyte,https://github.com/flyteorg/flyte,"{community,code}",t,f,t,t,t,f,f,t,t,f,t,t,f,Apache-2.0,,t,f,f,t,t,t,f,t,f,t,f,t,t,t,f,f,f,f,f
lfaidata,forestflow,https://github.com/ForestFlow/ForestFlow,"{community,code}",f,f,f,t,t,f,f,t,f,f,t,t,f,Apache-2.0,HubSpot,f,f,f,t,f,f,f,f,f,t,f,t,t,f,f,f,f,t,t
lfaidata,horovod,https://github.com/horovod/horovod,"{community,code}",f,f,t,t,t,t,f,t,f,f,t,t,t,Apache-2.0,HubSpot,f,f,f,t,t,t,f,t,f,t,t,f,t,f,f,t,f,t,t
lfaidata,isf,https://github.com/intersectional-fairness/isf,"{code,community}",f,f,f,t,t,f,t,t,f,f,f,t,f,Apache-2.0,,f,f,f,t,f,f,f,t,f,t,f,t,f,t,f,t,f,t,f
lfaidata,janusgraph,https://github.com/JanusGraph/docs.janusgraph.org,{docs},,,,,,,,f,,,,f,,"Not detected",,,,,,,,,,,,,,,,,,,,
lfaidata,janusgraph,https://github.com/JanusGraph/janusgraph,"{community,code}",f,f,f,t,t,t,f,t,f,f,t,f,f,"Not detected",,f,t,f,t,t,t,f,t,f,t,t,t,t,t,f,t,t,f,t
lfaidata,kedro,https://github.com/quantumblacklabs/kedro,"{community,code}",f,f,t,t,t,f,t,t,f,f,t,t,f,Apache-2.0,,f,f,f,t,t,t,f,t,f,t,t,t,t,t,f,f,f,f,f
lfaidata,kedro,https://github.com/kedro-org/kedro-viz,{code-lite},,,,,t,,t,t,,,,t,,Apache-2.0,,,f,,t,,,,t,,,,,,,,,,,
lfaidata,kompute,https://github.com/KomputeProject/kompute,"{community,code}",f,f,t,t,t,t,f,t,f,f,t,t,f,Apache-2.0,GA4,f,f,t,t,f,t,f,f,f,t,f,t,f,f,f,t,f,f,f
lfaidata,kserve,https://github.com/kserve/modelmesh-serving,{code-lite},,,,,t,,t,t,,,,t,,Apache-2.0,,,f,,t,,,,t,,,,,,,,,,,
lfaidata,kserve,https://github.com/kserve/kserve,"{community,code}",t,f,t,f,t,f,t,t,t,f,t,t,f,Apache-2.0,,f,f,f,t,t,t,f,t,f,t,t,t,t,t,f,t,f,f,f
lfaidata,lakesoul,https://github.com/meta-soul/LakeSoul,"{code,community}",f,f,f,t,t,f,f,t,t,f,f,t,f,Apache-2.0,,f,f,f,t,f,t,f,f,f,t,f,t,f,f,f,f,f,f,f
lfaidata,ludwig,https://github.com/ludwig-ai/ludwig,"{community,code}",f,f,t,t,t,f,f,t,f,f,t,t,t,Apache-2.0,,f,f,f,f,t,t,f,t,f,t,f,t,t,t,f,f,f,f,f
lfaidata,marquez,https://github.com/MarquezProject/marquez,"{community,code}",t,f,t,t,t,t,f,t,f,f,t,t,t,Apache-2.0,GA4,f,f,f,t,f,t,f,t,f,t,f,t,t,t,f,f,f,f,f
lfaidata,milvus,https://github.com/milvus-io/bootcamp,{code-lite},,,,,t,,f,t,,,,t,,Apache-2.0,,,f,,f,,,,t,,,,,,,,,,,
lfaidata,milvus,https://github.com/milvus-io/milvus,{code},,,t,,t,,t,t,,,,t,f,Apache-2.0,,f,f,,t,,f,f,t,,t,f,t,t,t,f,f,f,f,
lfaidata,milvus,https://github.com/milvus-io/community,{community},f,f,,t,t,f,,t,f,f,f,,,"Not detected",,,,f,,t,,,,f,,,,,,,f,,,f
lfaidata,ml-exchange,https://github.com/machine-learning-exchange/mlx,"{community,code}",f,f,t,f,t,f,t,t,f,f,t,t,f,Apache-2.0,,f,f,f,t,f,t,f,f,f,t,f,t,t,f,f,f,f,f,f
lfaidata,nnstreamer,https://github.com/nnstreamer/TAOS-CI,{code-lite},,,,,t,,t,t,,,,t,,Apache-2.0,,,f,,t,,,,f,,,,,,,,,,,
lfaidata,nnstreamer,https://github.com/nnstreamer/nnstreamer,"{community,code}",f,f,t,t,t,f,t,t,f,f,t,f,f,LGPL-2.1-only,HubSpot,f,f,f,t,t,t,f,f,f,t,t,t,f,t,f,t,f,f,t
lfaidata,nnstreamer,https://github.com/nnstreamer/nntrainer,{code-lite},,,,,t,,t,t,,,,t,,Apache-2.0,,,f,,t,,,,t,,,,,,,,,,,
lfaidata,onnx,https://github.com/onnx/onnx,"{community,code}",f,f,f,t,t,f,t,t,t,f,t,t,f,Apache-2.0,,f,f,t,t,t,t,t,t,f,t,f,t,t,t,f,t,f,f,f
lfaidata,onnx,https://github.com/onnx/models,{docs},,,,,,,,t,,,,t,,Apache-2.0,,,,,,,,,,,,,,,,,,,,
lfaidata,onnx,https://github.com/onnx/onnx.github.io,"{docs,community}",f,f,,t,f,f,,f,t,f,t,f,,"Not detected",,,,f,,f,,,,f,,,,,,,f,,,f
lfaidata,openbytes,https://github.com/Project-OpenBytes/OpenBytes,"{community,code}",f,f,t,t,t,t,f,t,f,f,f,t,f,CC-BY-4.0,,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f
lfaidata,opendataology,https://github.com/OpenDataology/OpenDataology,{community},f,f,,t,t,t,,t,f,f,f,,,"Not detected",,,,t,,f,,,,f,,,,,,,t,,,f
lfaidata,opends4all,https://github.com/odpi/OpenDS4All,"{community,code}",t,f,f,t,t,t,f,t,f,f,t,t,f,Apache-2.0,,f,f,f,t,f,f,f,f,f,t,t,t,f,f,f,f,f,t,t
lfaidata,openfl,https://github.com/intel/openfl,"{code,community}",f,f,t,t,t,t,t,t,t,f,t,t,f,Apache-2.0,GA3,f,f,t,t,t,t,f,t,f,t,f,t,t,t,f,t,f,t,f
lfaidata,openlineage,https://github.com/OpenLineage/OpenLineage,"{community,code}",f,f,t,t,t,t,f,t,f,f,t,t,f,Apache-2.0,,f,f,f,t,t,t,f,t,f,t,f,t,t,t,f,f,f,f,f
lfaidata,pyro,https://github.com/pyro-ppl/numpyro,{code-lite},,,,,t,,f,t,,,,t,,Apache-2.0,,,f,,f,,,,t,,,,,,,,,,,
lfaidata,pyro,https://github.com/pyro-ppl/pyro,"{community,code}",f,f,t,t,t,f,f,t,f,f,t,t,f,Apache-2.0,,f,f,f,f,f,t,f,t,f,t,t,t,f,t,f,f,f,f,f
lfaidata,pyro,https://github.com/pyro-ppl/funsor,{code-lite},,,,,f,,f,t,,,,t,,Apache-2.0,,,f,,f,,,,t,,,,,,,,,,,
lfaidata,recommenders,https://github.com/microsoft/recommenders,"{code,community}",f,f,t,t,t,f,t,t,f,f,t,t,f,MIT,GA3,f,f,f,t,t,f,f,f,f,t,t,t,t,t,f,t,f,f,f
lfaidata,rosaenlg,https://github.com/RosaeNLG/rosaenlg,"{community,code}",f,f,t,t,t,t,t,t,t,f,t,t,t,Apache-2.0,,f,f,f,t,f,t,f,f,f,t,f,t,t,t,f,t,f,f,f
lfaidata,rosaenlg,https://github.com/RosaeNLG/rosaenlg-java,{code-lite},,,,,t,,t,t,,,,t,,Apache-2.0,,,f,,t,,,,f,,,,,,,,,,,
lfaidata,shadernn,https://github.com/inferenceengine/shadernn,"{code,community}",f,f,f,t,t,f,f,t,f,f,f,t,f,Apache-2.0,,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f
lfaidata,soajs,https://github.com/soajs/soajs,"{community,code}",f,f,f,f,f,f,f,t,f,f,f,t,t,Apache-2.0,,f,f,f,f,f,f,f,t,f,t,f,t,f,f,f,t,f,t,f
lfaidata,sparklyr,https://github.com/sparklyr/sparklyr,"{community,code}",f,f,t,t,f,f,f,t,f,f,t,t,f,Apache-2.0,HubSpot,f,f,f,t,t,f,f,t,f,f,f,t,f,t,f,f,f,f,t
lfaidata,substra,https://github.com/Substra/substra-documentation,{docs},,,,,,,,t,,,,t,,Apache-2.0,,,,,,,,,,,,,,,,,,,,
lfaidata,substra,https://github.com/Substra/substra,"{community,code}",f,f,t,t,t,f,t,t,f,f,t,t,f,Apache-2.0,GA3,f,f,f,t,f,f,f,t,f,t,t,t,t,t,f,f,f,f,f
lfaidata,tony,https://github.com/tony-framework/TonY,"{community,code}",f,f,t,t,t,f,f,t,f,f,t,f,f,"Not detected",HubSpot,f,f,f,t,f,t,f,f,f,t,t,t,f,f,f,f,f,f,f
lfaidata,xtreme1,https://github.com/xtreme1-io/xtreme1,"{code,community}",f,f,f,t,f,f,f,t,f,f,t,t,f,Apache-2.0,,f,f,f,t,t,f,f,t,f,t,f,t,f,t,f,t,f,f,f